x_sol,y_sol,x_mer,y_mer,x_ven,y_ven,x_ter,y_ter,x_mar,y_mar
5.15461e-06,3.49458e-05,0.400729,-0.0820135,-0.275773,0.702081,0.414861,-0.918189,-1.45055,0.526097
5.15404e-06,3.49841e-05,0.403342,-0.0727944,-0.282415,0.699615,0.420503,-0.915531,-1.45227,0.521372
5.15349e-06,3.50224e-05,0.405744,-0.063537,-0.289031,0.697087,0.426128,-0.912837,-1.45397,0.516641
5.15295e-06,3.50608e-05,0.407933,-0.0542464,-0.295621,0.694497,0.431738,-0.910109,-1.45565,0.511905
5.15242e-06,3.50992e-05,0.40991,-0.0449276,-0.302185,0.691844,0.437331,-0.907346,-1.45732,0.507164
5.15191e-06,3.51377e-05,0.411676,-0.0355855,-0.308722,0.68913,0.442907,-0.904549,-1.45898,0.502417
5.15141e-06,3.51762e-05,0.41323,-0.0262252,-0.315231,0.686354,0.448466,-0.901717,-1.46061,0.497665
5.15092e-06,3.52148e-05,0.414573,-0.0168514,-0.321712,0.683517,0.454009,-0.898851,-1.46224,0.492907
5.15045e-06,3.52534e-05,0.415705,-0.00746907,-0.328165,0.680619,0.459534,-0.895951,-1.46384,0.488144
5.14999e-06,3.52921e-05,0.416628,0.00191706,-0.334588,0.67766,0.465041,-0.893016,-1.46543,0.483376
5.14953e-06,3.53308e-05,0.417341,0.0113023,-0.340981,0.674641,0.470531,-0.890048,-1.46701,0.478603
5.14909e-06,3.53696e-05,0.417847,0.0206818,-0.347344,0.671561,0.476003,-0.887046,-1.46857,0.473825
5.14865e-06,3.54084e-05,0.418144,0.0300511,-0.353676,0.668422,0.481457,-0.884009,-1.47012,0.469041
5.14822e-06,3.54472e-05,0.418236,0.0394057,-0.359977,0.665224,0.486892,-0.880939,-1.47164,0.464253
5.1478e-06,3.54861e-05,0.418123,0.0487409,-0.366245,0.661966,0.492309,-0.877836,-1.47316,0.45946
5.14738e-06,3.55251e-05,0.417806,0.0580524,-0.372481,0.65865,0.497707,-0.874699,-1.47465,0.454661
5.14697e-06,3.55641e-05,0.417286,0.0673357,-0.378684,0.655275,0.503086,-0.871528,-1.47614,0.449858
5.14656e-06,3.56031e-05,0.416565,0.0765867,-0.384854,0.651841,0.508446,-0.868325,-1.4776,0.44505
5.14615e-06,3.56422e-05,0.415645,0.0858009,-0.390989,0.64835,0.513787,-0.865088,-1.47905,0.440238
5.14575e-06,3.56814e-05,0.414527,0.0949743,-0.397089,0.644802,0.519107,-0.861818,-1.48049,0.43542
5.14535e-06,3.57206e-05,0.413213,0.104103,-0.403155,0.641196,0.524408,-0.858515,-1.4819,0.430598
5.14495e-06,3.57598e-05,0.411704,0.113182,-0.409184,0.637534,0.529689,-0.855179,-1.48331,0.425772
5.14454e-06,3.57991e-05,0.410002,0.122209,-0.415178,0.633815,0.53495,-0.851811,-1.48469,0.420941
5.14414e-06,3.58385e-05,0.408109,0.131178,-0.421135,0.630041,0.54019,-0.84841,-1.48607,0.416105
5.14373e-06,3.58779e-05,0.406028,0.140087,-0.427054,0.62621,0.54541,-0.844977,-1.48742,0.411265
5.14331e-06,3.59173e-05,0.403759,0.148932,-0.432936,0.622324,0.550609,-0.841511,-1.48876,0.406421
5.1429e-06,3.59568e-05,0.401306,0.157708,-0.438779,0.618384,0.555787,-0.838014,-1.49008,0.401572
5.14247e-06,3.59964e-05,0.39867,0.166413,-0.444584,0.614388,0.560943,-0.834484,-1.49139,0.396719
5.14205e-06,3.6036e-05,0.395854,0.175042,-0.45035,0.610339,0.566078,-0.830922,-1.49268,0.391861
5.14161e-06,3.60757e-05,0.392859,0.183592,-0.456076,0.606236,0.571191,-0.827328,-1.49396,0.387
5.14116e-06,3.61154e-05,0.389688,0.19206,-0.461762,0.602079,0.576283,-0.823703,-1.49522,0.382134
5.14071e-06,3.61551e-05,0.386343,0.200443,-0.467407,0.597869,0.581352,-0.820046,-1.49646,0.377265
5.14024e-06,3.61949e-05,0.382828,0.208736,-0.47301,0.593607,0.586399,-0.816358,-1.49769,0.372391
5.13976e-06,3.62348e-05,0.379143,0.216938,-0.478573,0.589292,0.591424,-0.812639,-1.4989,0.367513
5.13927e-06,3.62747e-05,0.375292,0.225044,-0.484093,0.584926,0.596426,-0.808888,-1.5001,0.362631
5.13877e-06,3.63146e-05,0.371278,0.233053,-0.489571,0.580508,0.601405,-0.805107,-1.50128,0.357746
5.13825e-06,3.63546e-05,0.367102,0.24096,-0.495005,0.576039,0.606361,-0.801294,-1.50244,0.352857
5.13772e-06,3.63947e-05,0.362767,0.248762,-0.500396,0.571519,0.611294,-0.797451,-1.50359,0.347964
5.13717e-06,3.64348e-05,0.358276,0.256458,-0.505744,0.56695,0.616204,-0.793577,-1.50472,0.343067
5.1366e-06,3.6475e-05,0.353632,0.264044,-0.511046,0.56233,0.621089,-0.789673,-1.50583,0.338166
5.13602e-06,3.65152e-05,0.348837,0.271518,-0.516304,0.557662,0.625951,-0.785739,-1.50693,0.333262
5.13542e-06,3.65554e-05,0.343894,0.278877,-0.521517,0.552944,0.630789,-0.781774,-1.50802,0.328355
5.13479e-06,3.65957e-05,0.338806,0.286117,-0.526684,0.548178,0.635603,-0.777779,-1.50908,0.323444
5.13415e-06,3.66361e-05,0.333576,0.293238,-0.531805,0.543364,0.640392,-0.773755,-1.51014,0.318529
5.13348e-06,3.66765e-05,0.328206,0.300236,-0.536879,0.538502,0.645157,-0.769701,-1.51117,0.313611
5.13279e-06,3.67169e-05,0.322699,0.307108,-0.541907,0.533594,0.649897,-0.765617,-1.51219,0.30869
5.13207e-06,3.67574e-05,0.317059,0.313854,-0.546887,0.528638,0.654612,-0.761504,-1.51319,0.303765
5.13133e-06,3.6798e-05,0.311287,0.320469,-0.551819,0.523637,0.659302,-0.757362,-1.51418,0.298837
5.13057e-06,3.68386e-05,0.305387,0.326953,-0.556703,0.518589,0.663967,-0.75319,-1.51515,0.293906
5.12977e-06,3.68792e-05,0.299363,0.333303,-0.561538,0.513497,0.668606,-0.74899,-1.5161,0.288972
5.12895e-06,3.69199e-05,0.293216,0.339517,-0.566324,0.508359,0.673219,-0.74476,-1.51704,0.284035
5.12811e-06,3.69606e-05,0.286949,0.345592,-0.571061,0.503177,0.677807,-0.740503,-1.51796,0.279094
5.12723e-06,3.70014e-05,0.280567,0.351528,-0.575748,0.497951,0.682368,-0.736216,-1.51887,0.274151
5.12632e-06,3.70423e-05,0.274071,0.357322,-0.580385,0.492682,0.686903,-0.731902,-1.51976,0.269205
5.12538e-06,3.70831e-05,0.267465,0.362972,-0.584971,0.48737,0.691412,-0.727559,-1.52063,0.264256
5.1244e-06,3.7124e-05,0.260752,0.368476,-0.589506,0.482015,0.695894,-0.723188,-1.52149,0.259304
5.1234e-06,3.7165e-05,0.253934,0.373834,-0.59399,0.476618,0.70035,-0.71879,-1.52233,0.254349
5.12236e-06,3.7206e-05,0.247016,0.379042,-0.598422,0.47118,0.704778,-0.714363,-1.52316,0.249392
5.12128e-06,3.72471e-05,0.239999,0.3841,-0.602801,0.465701,0.709179,-0.70991,-1.52396,0.244432
5.12017e-06,3.72882e-05,0.232887,0.389006,-0.607129,0.460181,0.713554,-0.705428,-1.52476,0.239469
5.11902e-06,3.73293e-05,0.225684,0.393759,-0.611403,0.454621,0.7179,-0.70092,-1.52553,0.234504
5.11784e-06,3.73705e-05,0.218392,0.398357,-0.615625,0.449022,0.722219,-0.696385,-1.52629,0.229537
5.11661e-06,3.74117e-05,0.211014,0.402798,-0.619792,0.443383,0.72651,-0.691823,-1.52704,0.224566
5.11535e-06,3.74529e-05,0.203553,0.407082,-0.623906,0.437706,0.730773,-0.687234,-1.52776,0.219594
5.11405e-06,3.74942e-05,0.196013,0.411207,-0.627966,0.431991,0.735008,-0.682619,-1.52847,0.214619
5.1127e-06,3.75356e-05,0.188397,0.415172,-0.631971,0.426239,0.739215,-0.677978,-1.52917,0.209642
5.11132e-06,3.7577e-05,0.180708,0.418976,-0.635921,0.420449,0.743393,-0.67331,-1.52985,0.204662
5.10989e-06,3.76184e-05,0.172948,0.422618,-0.639816,0.414623,0.747542,-0.668616,-1.53051,0.199681
5.10841e-06,3.76598e-05,0.165122,0.426096,-0.643656,0.408761,0.751663,-0.663897,-1.53115,0.194697
5.1069e-06,3.77013e-05,0.157232,0.429409,-0.647439,0.402863,0.755755,-0.659152,-1.53178,0.189711
5.10533e-06,3.77429e-05,0.149282,0.432558,-0.651166,0.39693,0.759817,-0.654382,-1.53239,0.184724
5.10373e-06,3.77845e-05,0.141274,0.43554,-0.654837,0.390963,0.76385,-0.649586,-1.53299,0.179734
5.10207e-06,3.78261e-05,0.133212,0.438355,-0.658451,0.384962,0.767854,-0.644765,-1.53357,0.174742
5.10037e-06,3.78677e-05,0.125099,0.441003,-0.662008,0.378928,0.771828,-0.63992,-1.53413,0.169748
5.09862e-06,3.79094e-05,0.116938,0.443482,-0.665507,0.372861,0.775773,-0.63505,-1.53468,0.164753
5.09682e-06,3.79511e-05,0.108732,0.445791,-0.668949,0.366761,0.779687,-0.630155,-1.53521,0.159756
5.09497e-06,3.79928e-05,0.100486,0.447931,-0.672333,0.36063,0.783571,-0.625236,-1.53573,0.154757
5.09307e-06,3.80346e-05,0.0922003,0.4499,-0.675658,0.354468,0.787425,-0.620292,-1.53623,0.149757
5.09111e-06,3.80764e-05,0.0838801,0.451698,-0.678925,0.348274,0.791249,-0.615325,-1.53671,0.144755
5.08911e-06,3.81183e-05,0.0755279,0.453324,-0.682134,0.342051,0.795042,-0.610334,-1.53717,0.139751
5.08705e-06,3.81601e-05,0.0671472,0.454778,-0.685283,0.335798,0.798804,-0.60532,-1.53762,0.134746
5.08494e-06,3.8202e-05,0.0587409,0.45606,-0.688373,0.329516,0.802536,-0.600282,-1.53805,0.129739
5.08278e-06,3.8244e-05,0.0503124,0.457169,-0.691403,0.323205,0.806236,-0.595221,-1.53847,0.124731
5.08056e-06,3.82859e-05,0.0418648,0.458105,-0.694373,0.316866,0.809906,-0.590136,-1.53887,0.119722
5.07828e-06,3.83279e-05,0.0334014,0.458868,-0.697283,0.3105,0.813544,-0.58503,-1.53925,0.114711
5.07595e-06,3.83699e-05,0.0249254,0.459457,-0.700133,0.304107,0.81715,-0.5799,-1.53962,0.1097
5.07356e-06,3.8412e-05,0.0164399,0.459872,-0.702922,0.297688,0.820725,-0.574748,-1.53997,0.104687
5.07111e-06,3.8454e-05,0.00794822,0.460113,-0.705651,0.291243,0.824269,-0.569574,-1.54031,0.0996727
5.06861e-06,3.84961e-05,-0.000546464,0.46018,-0.708318,0.284773,0.82778,-0.564378,-1.54062,0.0946576
5.06604e-06,3.85382e-05,-0.00904094,0.460074,-0.710924,0.278278,0.831259,-0.559159,-1.54092,0.0896414
5.06342e-06,3.85804e-05,-0.017532,0.459793,-0.713469,0.271759,0.834707,-0.55392,-1.54121,0.0846244
5.06073e-06,3.86225e-05,-0.0260164,0.459339,-0.715952,0.265217,0.838122,-0.548659,-1.54148,0.0796064
5.05799e-06,3.86647e-05,-0.034491,0.45871,-0.718373,0.258652,0.841504,-0.543376,-1.54173,0.0745875
5.05518e-06,3.87069e-05,-0.0429525,0.457908,-0.720732,0.252064,0.844854,-0.538073,-1.54196,0.0695679
5.05231e-06,3.87491e-05,-0.0513978,0.456933,-0.723029,0.245455,0.848171,-0.532749,-1.54218,0.0645475
5.04938e-06,3.87914e-05,-0.0598236,0.455785,-0.725263,0.238824,0.851456,-0.527404,-1.54239,0.0595265
5.04638e-06,3.88336e-05,-0.0682266,0.454463,-0.727434,0.232173,0.854707,-0.522039,-1.54257,0.0545048
5.04332e-06,3.88759e-05,-0.0766038,0.45297,-0.729543,0.225501,0.857925,-0.516653,-1.54274,0.0494825
5.0402e-06,3.89182e-05,-0.0849519,0.451304,-0.731588,0.21881,0.861111,-0.511248,-1.5429,0.0444597
5.03701e-06,3.89605e-05,-0.0932677,0.449466,-0.73357,0.212101,0.864262,-0.505822,-1.54303,0.0394364
5.03375e-06,3.90028e-05,-0.101548,0.447457,-0.735489,0.205373,0.867381,-0.500378,-1.54315,0.0344127
5.03043e-06,3.90452e-05,-0.109789,0.445278,-0.737344,0.198627,0.870465,-0.494913,-1.54326,0.0293886
5.02704e-06,3.90875e-05,-0.117989,0.442929,-0.739136,0.191864,0.873516,-0.48943,-1.54334,0.0243643
5.02359e-06,3.91299e-05,-0.126144,0.44041,-0.740864,0.185084,0.876534,-0.483928,-1.54341,0.0193396
5.02006e-06,3.91723e-05,-0.13425,0.437723,-0.742527,0.178289,0.879517,-0.478406,-1.54347,0.0143148
5.01647e-06,3.92146e-05,-0.142304,0.434868,-0.744127,0.171478,0.882466,-0.472867,-1.54351,0.00928979
5.01281e-06,3.9257e-05,-0.150304,0.431845,-0.745662,0.164652,0.885381,-0.467309,-1.54353,0.0042647
5.00907e-06,3.92994e-05,-0.158246,0.428657,-0.747133,0.157812,0.888261,-0.461733,-1.54353,-0.000760442
5.00527e-06,3.93418e-05,-0.166127,0.425303,-0.748539,0.150958,0.891108,-0.456139,-1.54352,-0.00578557
5.0014e-06,3.93842e-05,-0.173944,0.421784,-0.74988,0.144091,0.893919,-0.450527,-1.54349,-0.0108106
4.99746e-06,3.94267e-05,-0.181694,0.418103,-0.751157,0.137212,0.896696,-0.444898,-1.54345,-0.0158356
4.99344e-06,3.94691e-05,-0.189372,0.414258,-0.752369,0.130321,0.899438,-0.439251,-1.54339,-0.0208604
4.98936e-06,3.95115e-05,-0.196977,0.410253,-0.753515,0.123419,0.902146,-0.433588,-1.54331,-0.0258849
4.9852e-06,3.95539e-05,-0.204506,0.406087,-0.754597,0.116506,0.904818,-0.427908,-1.54322,-0.0309092
4.98097e-06,3.95964e-05,-0.211954,0.401763,-0.755613,0.109583,0.907455,-0.422211,-1.54311,-0.0359332
4.97666e-06,3.96388e-05,-0.219319,0.39728,-0.756564,0.102651,0.910057,-0.416497,-1.54298,-0.0409568
4.97228e-06,3.96812e-05,-0.226597,0.392642,-0.757449,0.0957093,0.912624,-0.410768,-1.54284,-0.0459799
4.96783e-06,3.97236e-05,-0.233787,0.387848,-0.758269,0.0887597,0.915155,-0.405023,-1.54268,-0.0510025
4.9633e-06,3.97661e-05,-0.240883,0.382901,-0.759024,0.0818024,0.917651,-0.399262,-1.5425,-0.0560246
4.9587e-06,3.98085e-05,-0.247884,0.377802,-0.759713,0.074838,0.920111,-0.393485,-1.54231,-0.0610461
4.95402e-06,3.98509e-05,-0.254787,0.372553,-0.760336,0.0678672,0.922536,-0.387693,-1.5421,-0.066067
4.94927e-06,3.98933e-05,-0.261587,0.367154,-0.760893,0.0608904,0.924924,-0.381886,-1.54187,-0.0710871
4.94444e-06,3.99357e-05,-0.268283,0.361609,-0.761385,0.0539085,0.927277,-0.376065,-1.54163,-0.0761065
4.93954e-06,3.99781e-05,-0.27487,0.355918,-0.76181,0.0469218,0.929594,-0.370228,-1.54137,-0.0811251
4.93455e-06,4.00205e-05,-0.281347,0.350083,-0.76217,0.0399312,0.931874,-0.364378,-1.5411,-0.0861428
4.92949e-06,4.00628e-05,-0.287709,0.344106,-0.762463,0.032937,0.934119,-0.358513,-1.54081,-0.0911596
4.92436e-06,4.01052e-05,-0.293955,0.337989,-0.762691,0.02594,0.936327,-0.352634,-1.5405,-0.0961754
4.91914e-06,4.01475e-05,-0.30008,0.331735,-0.762853,0.0189408,0.938499,-0.346741,-1.54018,-0.10119
4.91385e-06,4.01899e-05,-0.306082,0.325344,-0.762948,0.0119399,0.940634,-0.340836,-1.53984,-0.106204
4.90848e-06,4.02322e-05,-0.311959,0.318819,-0.762978,0.00493801,0.942733,-0.334916,-1.53948,-0.111216
4.90303e-06,4.02745e-05,-0.317706,0.312163,-0.762941,-0.00206432,0.944796,-0.328984,-1.53911,-0.116228
4.89751e-06,4.03167e-05,-0.323322,0.305377,-0.762838,-0.00906646,0.946821,-0.323039,-1.53872,-0.121238
4.8919e-06,4.0359e-05,-0.328802,0.298464,-0.762669,-0.0160678,0.94881,-0.317082,-1.53831,-0.126247
4.88621e-06,4.04012e-05,-0.334146,0.291425,-0.762434,-0.0230678,0.950762,-0.311112,-1.53789,-0.131254
4.88045e-06,4.04435e-05,-0.339348,0.284265,-0.762133,-0.0300657,0.952677,-0.30513,-1.53745,-0.13626
4.8746e-06,4.04857e-05,-0.344407,0.276984,-0.761766,-0.0370611,0.954555,-0.299136,-1.53699,-0.141265
4.86868e-06,4.05278e-05,-0.34932,0.269586,-0.761333,-0.0440532,0.956396,-0.293131,-1.53652,-0.146268
4.86268e-06,4.057e-05,-0.354085,0.262072,-0.760833,-0.0510415,0.9582,-0.287114,-1.53603,-0.15127
4.85659e-06,4.06121e-05,-0.358697,0.254447,-0.760268,-0.0580254,0.959966,-0.281086,-1.53553,-0.15627
4.85043e-06,4.06542e-05,-0.363155,0.246712,-0.759637,-0.0650042,0.961695,-0.275047,-1.53501,-0.161268
4.84418e-06,4.06963e-05,-0.367456,0.23887,-0.758939,-0.0719774,0.963387,-0.268998,-1.53447,-0.166265
4.83785e-06,4.07383e-05,-0.371598,0.230925,-0.758176,-0.0789443,0.965041,-0.262938,-1.53392,-0.171259
4.83145e-06,4.07803e-05,-0.375577,0.222879,-0.757347,-0.0859044,0.966658,-0.256867,-1.53335,-0.176252
4.82496e-06,4.08223e-05,-0.379391,0.214734,-0.756452,-0.0928569,0.968238,-0.250787,-1.53276,-0.181244
4.81839e-06,4.08642e-05,-0.383037,0.206496,-0.755491,-0.0998015,0.969779,-0.244697,-1.53216,-0.186233
4.81174e-06,4.09061e-05,-0.386514,0.198165,-0.754465,-0.106737,0.971283,-0.238598,-1.53154,-0.19122
4.80501e-06,4.0948e-05,-0.389819,0.189746,-0.753373,-0.113664,0.972749,-0.232489,-1.5309,-0.196205
4.7982e-06,4.09898e-05,-0.392948,0.181243,-0.752216,-0.120581,0.974178,-0.226371,-1.53025,-0.201188
4.79131e-06,4.10316e-05,-0.395901,0.172657,-0.750993,-0.127487,0.975568,-0.220245,-1.52958,-0.206169
4.78433e-06,4.10734e-05,-0.398674,0.163993,-0.749704,-0.134382,0.976921,-0.214109,-1.5289,-0.211148
4.77728e-06,4.11151e-05,-0.401266,0.155255,-0.748351,-0.141265,0.978235,-0.207966,-1.5282,-0.216124
4.77014e-06,4.11567e-05,-0.403674,0.146446,-0.746932,-0.148136,0.979512,-0.201814,-1.52748,-0.221098
4.76292e-06,4.11983e-05,-0.405896,0.137569,-0.745448,-0.154994,0.980751,-0.195655,-1.52675,-0.22607
4.75563e-06,4.12399e-05,-0.40793,0.128628,-0.743899,-0.161839,0.981951,-0.189488,-1.526,-0.231039
4.74825e-06,4.12814e-05,-0.409773,0.119627,-0.742285,-0.168669,0.983113,-0.183313,-1.52523,-0.236006
4.74079e-06,4.13229e-05,-0.411425,0.110571,-0.740607,-0.175485,0.984237,-0.177132,-1.52445,-0.240971
4.73325e-06,4.13643e-05,-0.412883,0.101462,-0.738864,-0.182286,0.985323,-0.170943,-1.52365,-0.245932
4.72563e-06,4.14057e-05,-0.414146,0.0923057,-0.737056,-0.18907,0.98637,-0.164748,-1.52283,-0.250892
4.71792e-06,4.1447e-05,-0.415211,0.083105,-0.735184,-0.195838,0.987379,-0.158547,-1.522,-0.255848
4.71014e-06,4.14883e-05,-0.416077,0.0738646,-0.733248,-0.202589,0.988349,-0.152339,-1.52116,-0.260802
4.70228e-06,4.15295e-05,-0.416742,0.0645885,-0.731247,-0.209322,0.989282,-0.146126,-1.52029,-0.265753
4.69434e-06,4.15707e-05,-0.417206,0.0552812,-0.729183,-0.216037,0.990175,-0.139906,-1.51941,-0.270701
4.68632e-06,4.16118e-05,-0.417465,0.0459469,-0.727055,-0.222733,0.99103,-0.133682,-1.51852,-0.275646
4.67822e-06,4.16528e-05,-0.41752,0.0365901,-0.724863,-0.22941,0.991847,-0.127452,-1.5176,-0.280589
4.67004e-06,4.16938e-05,-0.417369,0.0272152,-0.722608,-0.236066,0.992625,-0.121217,-1.51668,-0.285528
4.66179e-06,4.17347e-05,-0.417011,0.0178269,-0.72029,-0.242702,0.993365,-0.114977,-1.51573,-0.290464
4.65345e-06,4.17755e-05,-0.416445,0.0084297,-0.717908,-0.249316,0.994065,-0.108733,-1.51477,-0.295397
4.64504e-06,4.18163e-05,-0.415669,-0.000971725,-0.715464,-0.255909,0.994727,-0.102485,-1.51379,-0.300327
4.63655e-06,4.1857e-05,-0.414684,-0.0103726,-0.712957,-0.262479,0.995351,-0.0962327,-1.5128,-0.305254
4.62798e-06,4.18976e-05,-0.413488,-0.0197683,-0.710387,-0.269026,0.995936,-0.0899766,-1.51179,-0.310178
4.61934e-06,4.19382e-05,-0.41208,-0.0291538,-0.707755,-0.27555,0.996482,-0.0837171,-1.51077,-0.315098
4.61062e-06,4.19787e-05,-0.41046,-0.0385243,-0.70506,-0.282049,0.996989,-0.0774543,-1.50972,-0.320015
4.60183e-06,4.20191e-05,-0.408629,-0.0478748,-0.702304,-0.288524,0.997457,-0.0711885,-1.50867,-0.324928
4.59296e-06,4.20595e-05,-0.406585,-0.0572004,-0.699486,-0.294973,0.997887,-0.06492,-1.50759,-0.329838
4.58401e-06,4.20997e-05,-0.404328,-0.0664961,-0.696607,-0.301396,0.998278,-0.0586489,-1.5065,-0.334745
4.57499e-06,4.21399e-05,-0.401858,-0.0757568,-0.693666,-0.307793,0.99863,-0.0523755,-1.5054,-0.339648
4.5659e-06,4.218e-05,-0.399176,-0.0849774,-0.690665,-0.314163,0.998943,-0.0461001,-1.50428,-0.344547
4.55674e-06,4.222e-05,-0.396281,-0.0941527,-0.687602,-0.320505,0.999217,-0.0398229,-1.50314,-0.349443
4.5475e-06,4.226e-05,-0.393175,-0.103278,-0.684479,-0.326818,0.999453,-0.0335441,-1.50198,-0.354334
4.53819e-06,4.22998e-05,-0.389856,-0.112347,-0.681295,-0.333103,0.999649,-0.0272641,-1.50081,-0.359222
4.52882e-06,4.23396e-05,-0.386327,-0.121356,-0.678052,-0.339359,0.999807,-0.0209829,-1.49963,-0.364107
4.51937e-06,4.23793e-05,-0.382588,-0.130298,-0.674748,-0.345584,0.999926,-0.014701,-1.49843,-0.368987
4.50985e-06,4.24189e-05,-0.378639,-0.139169,-0.671385,-0.351779,1.00001,-0.00841846,-1.49721,-0.373863
4.50027e-06,4.24584e-05,-0.374483,-0.147964,-0.667963,-0.357943,1.00005,-0.00213561,-1.49597,-0.378736
4.49062e-06,4.24978e-05,-0.370119,-0.156677,-0.664482,-0.364076,1.00005,0.00414733,-1.49472,-0.383604
4.4809e-06,4.25371e-05,-0.36555,-0.165303,-0.660942,-0.370176,1.00001,0.0104301,-1.49346,-0.388469
4.47112e-06,4.25764e-05,-0.360776,-0.173836,-0.657343,-0.376243,0.999937,0.0167125,-1.49218,-0.393329
4.46127e-06,4.26155e-05,-0.3558,-0.182272,-0.653686,-0.382277,0.999822,0.0229942,-1.49088,-0.398185
4.45136e-06,4.26545e-05,-0.350624,-0.190605,-0.649972,-0.388277,0.999669,0.029275,-1.48956,-0.403036
4.44139e-06,4.26934e-05,-0.345248,-0.19883,-0.646199,-0.394243,0.999477,0.0355547,-1.48823,-0.407884
4.43135e-06,4.27322e-05,-0.339676,-0.206942,-0.64237,-0.400174,0.999246,0.041833,-1.48689,-0.412727
4.42126e-06,4.2771e-05,-0.33391,-0.214935,-0.638483,-0.406069,0.998976,0.0481097,-1.48553,-0.417565
4.4111e-06,4.28096e-05,-0.327952,-0.222805,-0.63454,-0.411929,0.998667,0.0543845,-1.48415,-0.4224
4.40089e-06,4.28481e-05,-0.321804,-0.230546,-0.63054,-0.417751,0.998319,0.0606572,-1.48276,-0.427229
4.39062e-06,4.28865e-05,-0.31547,-0.238153,-0.626485,-0.423537,0.997933,0.0669276,-1.48135,-0.432054
4.3803e-06,4.29248e-05,-0.308952,-0.245622,-0.622373,-0.429285,0.997508,0.0731953,-1.47992,-0.436875
4.36992e-06,4.2963e-05,-0.302253,-0.252947,-0.618206,-0.434994,0.997044,0.0794602,-1.47848,-0.441691
4.35949e-06,4.3001e-05,-0.295377,-0.260123,-0.613985,-0.440665,0.996541,0.0857221,-1.47703,-0.446502
4.34901e-06,4.3039e-05,-0.288327,-0.267146,-0.609708,-0.446297,0.995999,0.0919805,-1.47555,-0.451308
4.33848e-06,4.30769e-05,-0.281106,-0.274012,-0.605377,-0.451889,0.995419,0.0982355,-1.47407,-0.45611
4.3279e-06,4.31146e-05,-0.273718,-0.280714,-0.600992,-0.45744,0.9948,0.104487,-1.47256,-0.460906
4.31727e-06,4.31522e-05,-0.266168,-0.287249,-0.596554,-0.462951,0.994143,0.110734,-1.47104,-0.465698
4.3066e-06,4.31897e-05,-0.258458,-0.293612,-0.592062,-0.46842,0.993447,0.116976,-1.46951,-0.470485
4.29588e-06,4.32271e-05,-0.250593,-0.2998,-0.587517,-0.473848,0.992712,0.123215,-1.46796,-0.475266
4.28512e-06,4.32643e-05,-0.242578,-0.305807,-0.58292,-0.479233,0.991939,0.129448,-1.46639,-0.480043
4.27431e-06,4.33014e-05,-0.234416,-0.311629,-0.57827,-0.484575,0.991127,0.135676,-1.46481,-0.484815
4.26347e-06,4.33384e-05,-0.226112,-0.317263,-0.573569,-0.489874,0.990276,0.141899,-1.46321,-0.489581
4.25259e-06,4.33753e-05,-0.217671,-0.322704,-0.568817,-0.495129,0.989387,0.148117,-1.4616,-0.494342
4.24168e-06,4.34121e-05,-0.209098,-0.327949,-0.564013,-0.50034,0.98846,0.154329,-1.45997,-0.499098
4.23072e-06,4.34487e-05,-0.200397,-0.332994,-0.559159,-0.505505,0.987494,0.160535,-1.45832,-0.503848
4.21974e-06,4.34852e-05,-0.191574,-0.337836,-0.554254,-0.510625,0.98649,0.166734,-1.45666,-0.508594
4.20873e-06,4.35216e-05,-0.182634,-0.342472,-0.5493,-0.5157,0.985448,0.172927,-1.45499,-0.513333
4.19768e-06,4.35578e-05,-0.173582,-0.346897,-0.544296,-0.520728,0.984367,0.179114,-1.4533,-0.518067
4.18661e-06,4.3594e-05,-0.164423,-0.351109,-0.539244,-0.525709,0.983248,0.185293,-1.45159,-0.522796
4.17551e-06,4.36299e-05,-0.155163,-0.355105,-0.534143,-0.530643,0.982091,0.191466,-1.44987,-0.527519
4.16439e-06,4.36658e-05,-0.145808,-0.358883,-0.528993,-0.535529,0.980896,0.197631,-1.44813,-0.532237
4.15324e-06,4.37015e-05,-0.136362,-0.362439,-0.523796,-0.540366,0.979663,0.203788,-1.44638,-0.536948
4.14208e-06,4.37371e-05,-0.126833,-0.365772,-0.518552,-0.545155,0.978392,0.209937,-1.44461,-0.541654
4.13089e-06,4.37725e-05,-0.117225,-0.368879,-0.513261,-0.549895,0.977082,0.216078,-1.44282,-0.546355
4.11969e-06,4.38078e-05,-0.107545,-0.371758,-0.507924,-0.554585,0.975735,0.222211,-1.44102,-0.551049
4.10848e-06,4.3843e-05,-0.0977987,-0.374407,-0.502541,-0.559225,0.97435,0.228335,-1.43921,-0.555738
4.09725e-06,4.3878e-05,-0.0879917,-0.376825,-0.497112,-0.563814,0.972927,0.23445,-1.43738,-0.56042
4.08601e-06,4.39129e-05,-0.0781303,-0.37901,-0.491638,-0.568353,0.971467,0.240556,-1.43553,-0.565097
4.07477e-06,4.39477e-05,-0.0682205,-0.38096,-0.48612,-0.572839,0.969968,0.246653,-1.43367,-0.569767
4.06351e-06,4.39823e-05,-0.0582687,-0.382676,-0.480557,-0.577274,0.968432,0.25274,-1.43179,-0.574432
4.05226e-06,4.40168e-05,-0.0482808,-0.384154,-0.474951,-0.581657,0.966859,0.258818,-1.4299,-0.57909
4.041e-06,4.40511e-05,-0.0382631,-0.385396,-0.469302,-0.585986,0.965248,0.264885,-1.428,-0.583742
