x_soleil,y_soleil,x_terre,y_terre
4.10832e-08,0.000265275,0.786306,0.686645
1.30875e-07,0.000265349,0.756375,0.738812
2.28148e-07,0.000265431,0.723951,0.788543
3.32325e-07,0.00026552,0.689225,0.835769
4.42844e-07,0.000265617,0.652385,0.880431
5.59167e-07,0.000265722,0.613611,0.922484
6.80772e-07,0.000265834,0.573076,0.96189
8.07158e-07,0.000265955,0.530947,0.998623
9.37842e-07,0.000266084,0.487386,1.03266
1.07236e-06,0.00026622,0.442546,1.06399
1.21027e-06,0.000266365,0.396576,1.09261
1.35114e-06,0.000266519,0.34962,1.1185
1.49455e-06,0.00026668,0.301815,1.14169
1.64012e-06,0.000266849,0.253294,1.16216
1.78745e-06,0.000267027,0.204184,1.17993
1.93617e-06,0.000267213,0.15461,1.19502
2.08593e-06,0.000267406,0.104689,1.20744
2.23638e-06,0.000267608,0.0545394,1.21721
2.38719e-06,0.000267817,0.00427139,1.22434
2.53802e-06,0.000268034,-0.0460057,1.22887
2.68856e-06,0.000268259,-0.096186,1.23081
2.8385e-06,0.000268492,-0.146166,1.2302
2.98754e-06,0.000268732,-0.195846,1.22705
3.13538e-06,0.00026898,-0.245126,1.2214
3.28173e-06,0.000269235,-0.29391,1.21328
3.42631e-06,0.000269498,-0.342103,1.20273
3.56884e-06,0.000269768,-0.389612,1.18976
3.70903e-06,0.000270045,-0.436343,1.17442
3.84662e-06,0.000270328,-0.482207,1.15675
3.98133e-06,0.000270619,-0.527111,1.13678
4.1129e-06,0.000270917,-0.570968,1.11455
4.24106e-06,0.000271221,-0.613687,1.0901
4.36554e-06,0.000271532,-0.655179,1.06347
4.48607e-06,0.000271849,-0.695357,1.0347
4.60239e-06,0.000272172,-0.73413,1.00385
4.71423e-06,0.000272502,-0.77141,0.970956
4.82132e-06,0.000272837,-0.807107,0.936071
4.9234e-06,0.000273179,-0.841133,0.899247
5.02019e-06,0.000273526,-0.873397,0.86054
5.11142e-06,0.000273878,-0.903808,0.820008
5.19682e-06,0.000274236,-0.932274,0.777713
5.27611e-06,0.000274599,-0.958704,0.733719
5.34901e-06,0.000274966,-0.983003,0.688095
5.41524e-06,0.000275339,-1.00508,0.640916
5.47451e-06,0.000275716,-1.02484,0.592258
5.52653e-06,0.000276097,-1.04218,0.542205
5.57102e-06,0.000276482,-1.05701,0.490847
5.60769e-06,0.00027687,-1.06923,0.438279
5.63624e-06,0.000277262,-1.07875,0.384601
5.65638e-06,0.000277657,-1.08546,0.329926
5.66782e-06,0.000278055,-1.08927,0.274368
5.67026e-06,0.000278454,-1.09009,0.218057
5.66341e-06,0.000278856,-1.0878,0.161127
5.647e-06,0.000279259,-1.08233,0.103725
5.62073e-06,0.000279663,-1.07358,0.0460096
5.58435e-06,0.000280067,-1.06145,-0.0118495
5.5376e-06,0.000280472,-1.04587,-0.0696691
5.48024e-06,0.000280875,-1.02675,-0.127252
5.41205e-06,0.000281278,-1.00402,-0.184387
5.33284e-06,0.000281678,-0.977613,-0.240846
5.24246e-06,0.000282075,-0.947486,-0.296387
5.14078e-06,0.000282469,-0.913594,-0.350748
5.02774e-06,0.000282859,-0.875914,-0.403655
4.90333e-06,0.000283243,-0.834442,-0.454812
4.76759e-06,0.000283621,-0.789197,-0.503912
4.62067e-06,0.000283992,-0.740222,-0.550629
4.46278e-06,0.000284355,-0.687593,-0.594626
4.29425e-06,0.000284709,-0.631416,-0.635554
4.11552e-06,0.000285052,-0.571839,-0.673058
3.92715e-06,0.000285384,-0.50905,-0.706779
3.72984e-06,0.000285704,-0.44328,-0.736361
3.52444e-06,0.00028601,-0.374812,-0.761458
3.31192e-06,0.000286302,-0.303975,-0.781741
3.09345e-06,0.000286578,-0.231148,-0.796907
2.87028e-06,0.000286838,-0.156761,-0.806686
2.64385e-06,0.000287082,-0.0812828,-0.810856
2.41568e-06,0.000287308,-0.00522585,-0.809246
2.18739e-06,0.000287516,0.0708691,-0.801747
1.96068e-06,0.000287707,0.14644,-0.78832
1.73725e-06,0.00028788,0.220917,-0.768998
1.51881e-06,0.000288035,0.293731,-0.743889
1.307e-06,0.000288174,0.364333,-0.713174
1.10339e-06,0.000288296,0.432202,-0.677106
9.0943e-07,0.000288404,0.496857,-0.636002
7.26397e-07,0.000288498,0.557868,-0.59023
5.55414e-07,0.000288578,0.614862,-0.540208
3.97412e-07,0.000288648,0.667529,-0.486381
2.53131e-07,0.000288707,0.715623,-0.42922
1.23119e-07,0.000288758,0.75896,-0.369204
7.74253e-09,0.000288802,0.797419,-0.306814
-9.28035e-08,0.00028884,0.830934,-0.242519
-1.78479e-07,0.000288873,0.859493,-0.176776
-2.49379e-07,0.000288904,0.883126,-0.110018
-3.05719e-07,0.000288933,0.901906,-0.0426545
-3.47812e-07,0.000288961,0.915937,0.0249355
-3.76051e-07,0.000288989,0.92535,0.0924013
-3.90894e-07,0.000289019,0.930298,0.159423
-3.9285e-07,0.000289051,0.93095,0.225709
-3.82462e-07,0.000289086,0.927487,0.290999
-3.60299e-07,0.000289125,0.9201,0.355059
-3.26946e-07,0.000289168,0.908982,0.417681
-2.82993e-07,0.000289215,0.894331,0.47868
-2.29035e-07,0.000289269,0.876345,0.537895
-1.6566e-07,0.000289328,0.85522,0.595185
-9.34493e-08,0.000289393,0.83115,0.650426
-1.2972e-08,0.000289464,0.804324,0.703511
7.5215e-08,0.000289543,0.774928,0.75435
1.7057e-07,0.000289628,0.743143,0.802863
2.72568e-07,0.00028972,0.709144,0.848986
3.80698e-07,0.00028982,0.673101,0.892661
4.9447e-07,0.000289928,0.635177,0.933844
6.13405e-07,0.000290043,0.595532,0.972497
7.37046e-07,0.000290165,0.554318,1.00859
8.64948e-07,0.000290295,0.511684,1.0421
9.96683e-07,0.000290434,0.467772,1.07301
1.13184e-06,0.00029058,0.422721,1.1013
1.27001e-06,0.000290733,0.376663,1.12697
1.41082e-06,0.000290895,0.329728,1.15002
1.55388e-06,0.000291065,0.28204,1.17044
1.69884e-06,0.000291242,0.23372,1.18824
1.84535e-06,0.000291427,0.184885,1.20343
1.99305e-06,0.000291621,0.135649,1.216
2.14163e-06,0.000291822,0.0861244,1.22599
2.29075e-06,0.00029203,0.0364178,1.23339
2.44009e-06,0.000292247,-0.0133645,1.23822
2.58936e-06,0.000292471,-0.0631193,1.2405
2.73824e-06,0.000292702,-0.112745,1.24025
2.88643e-06,0.000292941,-0.162143,1.23748
3.03364e-06,0.000293188,-0.211214,1.23223
3.17959e-06,0.000293442,-0.259862,1.22451
3.32398e-06,0.000293703,-0.307992,1.21435
3.46653e-06,0.000293972,-0.355509,1.20177
3.60696e-06,0.000294248,-0.402319,1.1868
3.74499e-06,0.000294531,-0.448329,1.16947
3.88034e-06,0.00029482,-0.493446,1.14982
4.01273e-06,0.000295117,-0.537578,1.12787
4.14189e-06,0.000295421,-0.580631,1.10365
4.26754e-06,0.000295731,-0.622513,1.07722
4.38939e-06,0.000296047,-0.66313,1.04859
4.50717e-06,0.000296371,-0.702389,1.01782
4.62058e-06,0.0002967,-0.740195,0.984937
4.72936e-06,0.000297036,-0.776453,0.949999
4.8332e-06,0.000297378,-0.811067,0.91305
4.93182e-06,0.000297725,-0.843939,0.874142
5.02492e-06,0.000298078,-0.874972,0.833329
5.1122e-06,0.000298437,-0.904066,0.790669
5.19336e-06,0.000298801,-0.93112,0.746227
5.2681e-06,0.000299171,-0.956032,0.700068
5.3361e-06,0.000299545,-0.978699,0.652266
5.39705e-06,0.000299924,-0.999015,0.602899
5.45063e-06,0.000300307,-1.01688,0.552049
5.49652e-06,0.000300695,-1.03217,0.499809
5.53439e-06,0.000301086,-1.0448,0.446275
5.56392e-06,0.000301481,-1.05464,0.391555
5.58477e-06,0.00030188,-1.06159,0.335762
5.59663e-06,0.000302281,-1.06554,0.27902
5.59915e-06,0.000302684,-1.06638,0.221466
5.59203e-06,0.00030309,-1.06401,0.163244
5.57492e-06,0.000303497,-1.05831,0.104512
5.54753e-06,0.000303905,-1.04918,0.0454434
5.50956e-06,0.000304313,-1.03652,-0.0137773
5.46071e-06,0.000304722,-1.02024,-0.0729488
5.40074e-06,0.000305129,-1.00025,-0.131854
5.3294e-06,0.000305535,-0.976467,-0.190258
5.24649e-06,0.000305939,-0.948831,-0.24791
5.15186e-06,0.00030634,-0.917285,-0.30454
5.04538e-06,0.000306737,-0.881793,-0.359857
4.92702e-06,0.000307129,-0.842339,-0.413557
4.79679e-06,0.000307515,-0.79893,-0.465313
4.6548e-06,0.000307894,-0.751601,-0.514785
4.50126e-06,0.000308266,-0.700419,-0.561616
4.33647e-06,0.000308628,-0.645488,-0.60544
4.16086e-06,0.00030898,-0.586953,-0.645881
3.97501e-06,0.000309321,-0.525002,-0.682562
3.77962e-06,0.000309649,-0.459873,-0.715108
3.57556e-06,0.000309964,-0.391852,-0.743157
3.36384e-06,0.000310265,-0.32128,-0.766364
3.14564e-06,0.00031055,-0.248546,-0.784414
2.92227e-06,0.000310819,-0.174091,-0.79703
2.6952e-06,0.00031107,-0.0984004,-0.803984
2.46599e-06,0.000311305,-0.0219956,-0.805103
2.23629e-06,0.000311521,0.0545715,-0.800281
2.00781e-06,0.000311719,0.130731,-0.789482
1.78228e-06,0.0003119,0.205908,-0.772746
1.5614e-06,0.000312063,0.279534,-0.750185
1.34682e-06,0.00031221,0.35106,-0.721989
1.14008e-06,0.00031234,0.419972,-0.688413
9.42608e-07,0.000312455,0.485797,-0.649775
7.55658e-07,0.000312555,0.548114,-0.606442
5.8032e-07,0.000312644,0.60656,-0.558824
4.17501e-07,0.00031272,0.660833,-0.507359
2.6792e-07,0.000312786,0.710693,-0.452505
1.32113e-07,0.000312844,0.755962,-0.394725
1.04413e-08,0.000312894,0.79652,-0.334483
-9.68942e-08,0.000312938,0.832298,-0.272232
-1.89838e-07,0.000312977,0.863279,-0.20841
-2.6846e-07,0.000313013,0.889487,-0.143435
-3.32944e-07,0.000313047,0.910981,-0.077697
-3.83561e-07,0.000313079,0.927854,-0.0115637
-4.20661e-07,0.000313112,0.94022,0.0546272
-4.44652e-07,0.000313145,0.948217,0.120566
-4.55991e-07,0.000313179,0.951997,0.185969
-4.55168e-07,0.000313216,0.951723,0.250583
-4.42698e-07,0.000313257,0.947566,0.314175
-4.19112e-07,0.0003133,0.939704,0.37654
-3.8495e-07,0.000313348,0.928317,0.437493
-3.40755e-07,0.000313401,0.913585,0.496872
-2.87068e-07,0.000313459,0.895689,0.55453
-2.24424e-07,0.000313522,0.874808,0.610342
-1.5335e-07,0.000313592,0.851117,0.664193
-7.43637e-08,0.000313667,0.824788,0.715988
1.20311e-08,0.000313749,0.79599,0.76564
1.05342e-07,0.000313838,0.764886,0.813075
2.05092e-07,0.000313933,0.731636,0.85823
3.10816e-07,0.000314035,0.696395,0.901049
4.22065e-07,0.000314145,0.659312,0.941487
5.38402e-07,0.000314262,0.620533,0.979503
6.59403e-07,0.000314386,0.580199,1.01507
7.84661e-07,0.000314517,0.538446,1.04815
9.13777e-07,0.000314657,0.495408,1.07873
1.04637e-06,0.000314803,0.451211,1.10678
1.18205e-06,0.000314958,0.405982,1.13231
1.32048e-06,0.00031512,0.35984,1.15529
1.46129e-06,0.000315289,0.312904,1.17572
1.60413e-06,0.000315466,0.265289,1.1936
1.74868e-06,0.000315651,0.217106,1.20893
1.89461e-06,0.000315844,0.168464,1.22171
2.04159e-06,0.000316044,0.119472,1.23193
2.1893e-06,0.000316252,0.0702323,1.23962
2.33745e-06,0.000316467,0.0208495,1.24477
2.48573e-06,0.00031669,-0.0285756,1.2474
2.63383e-06,0.000316921,-0.0779432,1.24752
2.78146e-06,0.000317159,-0.127155,1.24514
2.92834e-06,0.000317404,-0.176112,1.24027
3.07416e-06,0.000317657,-0.224719,1.23294
3.21864e-06,0.000317917,-0.272879,1.22315
3.36149e-06,0.000318185,-0.320497,1.21094
3.50243e-06,0.000318459,-0.367476,1.19631
3.64117e-06,0.000318741,-0.413722,1.17929
3.77742e-06,0.00031903,-0.459139,1.15992
3.91089e-06,0.000319326,-0.50363,1.1382
4.0413e-06,0.000319629,-0.547099,1.11418
4.16835e-06,0.000319939,-0.589449,1.08787
4.29174e-06,0.000320255,-0.630581,1.05932
4.41119e-06,0.000320579,-0.670397,1.02856
4.52639e-06,0.000320908,-0.708796,0.995631
4.63703e-06,0.000321244,-0.745677,0.960565
4.74281e-06,0.000321587,-0.780936,0.923411
4.8434e-06,0.000321935,-0.814468,0.884217
4.9385e-06,0.000322289,-0.846168,0.843033
5.02778e-06,0.00032265,-0.875926,0.799917
5.1109e-06,0.000323016,-0.903634,0.754928
5.18754e-06,0.000323387,-0.929179,0.708133
5.25734e-06,0.000323763,-0.952447,0.659604
5.31997e-06,0.000324145,-0.973323,0.609419
5.37507e-06,0.000324531,-0.991689,0.557663
5.42228e-06,0.000324921,-1.00743,0.50443
5.46124e-06,0.000325316,-1.02041,0.449821
5.49159e-06,0.000325714,-1.03053,0.393947
5.51296e-06,0.000326116,-1.03765,0.33693
5.52498e-06,0.000326521,-1.04166,0.278902
5.52729e-06,0.000326929,-1.04243,0.220008
5.51951e-06,0.000327339,-1.03984,0.160406
5.50131e-06,0.00032775,-1.03377,0.100269
5.47232e-06,0.000328162,-1.02411,0.0397843
5.43223e-06,0.000328575,-1.01074,-0.020843
5.38072e-06,0.000328987,-0.993574,-0.0813906
5.31751e-06,0.000329399,-0.972504,-0.141617
5.24236e-06,0.000329809,-0.947452,-0.201263
5.15505e-06,0.000330216,-0.91835,-0.260047
5.05544e-06,0.00033062,-0.885147,-0.317668
4.94344e-06,0.000331019,-0.847814,-0.373806
4.81904e-06,0.000331413,-0.806348,-0.428119
4.68232e-06,0.0003318,-0.760775,-0.48025
4.53346e-06,0.00033218,-0.711155,-0.529825
4.37276e-06,0.00033255,-0.657587,-0.576457
4.20065e-06,0.000332911,-0.600216,-0.619753
4.01769e-06,0.000333261,-0.539231,-0.659315
3.82462e-06,0.000333598,-0.474874,-0.694752
3.62232e-06,0.000333921,-0.407439,-0.725685
3.41183e-06,0.00033423,-0.337276,-0.751757
3.19436e-06,0.000334524,-0.264787,-0.772641
2.97127e-06,0.000334801,-0.190424,-0.788054
2.74405e-06,0.000335061,-0.114684,-0.797765
2.5143e-06,0.000335303,-0.038099,-0.8016
2.28369e-06,0.000335528,0.0387699,-0.799457
2.05396e-06,0.000335734,0.115347,-0.791306
1.82683e-06,0.000335923,0.191056,-0.77719
1.60401e-06,0.000336094,0.265329,-0.757232
1.38713e-06,0.000336248,0.337623,-0.731622
1.17771e-06,0.000336386,0.407429,-0.700621
9.77145e-07,0.000336508,0.474285,-0.664543
7.86661e-07,0.000336617,0.53778,-0.623753
6.07321e-07,0.000336712,0.59756,-0.578652
4.40006e-07,0.000336796,0.653331,-0.529668
2.85415e-07,0.00033687,0.704862,-0.477242
1.44075e-07,0.000336934,0.751975,-0.421824
1.63469e-08,0.000336991,0.794551,-0.363859
-9.75609e-08,0.000337042,0.83252,-0.303782
-1.97574e-07,0.000337088,0.865858,-0.242013
-2.83737e-07,0.000337129,0.894579,-0.178952
-3.56197e-07,0.000337168,0.918732,-0.114976
-4.15188e-07,0.000337205,0.938396,-0.0504357
-4.61012e-07,0.000337242,0.953671,0.0143417
-4.94029e-07,0.000337279,0.964676,0.0790564
-5.14645e-07,0.000337316,0.971548,0.143434
-5.23298e-07,0.000337356,0.974433,0.207224
-5.2045e-07,0.000337398,0.973483,0.2702
-5.06581e-07,0.000337443,0.96886,0.332158
-4.82179e-07,0.000337491,0.960726,0.392913
-4.47739e-07,0.000337544,0.949246,0.452301
-4.03755e-07,0.000337601,0.934585,0.510174
-3.50717e-07,0.000337663,0.916906,0.566401
-2.89111e-07,0.000337731,0.89637,0.620865
-2.19414e-07,0.000337804,0.873138,0.673462
-1.42094e-07,0.000337883,0.847365,0.724099
-5.76092e-08,0.000337968,0.819203,0.772697
3.3594e-08,0.000338059,0.788802,0.819184
1.3108e-07,0.000338157,0.756307,0.863496
2.34426e-07,0.000338262,0.721858,0.905579
3.43219e-07,0.000338373,0.685594,0.945386
4.57058e-07,0.000338492,0.647647,0.982873
5.75553e-07,0.000338617,0.608149,1.01801
6.98325e-07,0.00033875,0.567225,1.05075
8.25005e-07,0.00033889,0.524998,1.08109
9.55233e-07,0.000339037,0.481589,1.10899
1.08866e-06,0.000339191,0.437114,1.13444
1.22494e-06,0.000339353,0.391688,1.15742
1.36373e-06,0.000339523,0.345422,1.17791
1.50472e-06,0.0003397,0.298425,1.19592
1.64758e-06,0.000339884,0.250805,1.21143
1.792e-06,0.000340076,0.202667,1.22444
1.93766e-06,0.000340275,0.154114,1.23494
2.08426e-06,0.000340482,0.105248,1.24294
2.23149e-06,0.000340696,0.0561693,1.24843
2.37906e-06,0.000340918,0.0069784,1.25141
2.52668e-06,0.000341148,-0.0422264,1.2519
2.67404e-06,0.000341384,-0.0913471,1.2499
2.82086e-06,0.000341629,-0.140286,1.24541
2.96684e-06,0.000341881,-0.188946,1.23845
3.11169e-06,0.00034214,-0.23723,1.22902
3.25512e-06,0.000342406,-0.285041,1.21714
3.39684e-06,0.00034268,-0.332281,1.20283
3.53655e-06,0.000342961,-0.378851,1.18609
3.67396e-06,0.000343249,-0.424654,1.16695
3.80877e-06,0.000343545,-0.469589,1.14542
3.94067e-06,0.000343847,-0.513555,1.12154
4.06935e-06,0.000344157,-0.556451,1.09531
4.19452e-06,0.000344473,-0.598173,1.06678
4.31585e-06,0.000344797,-0.638617,1.03597
4.43302e-06,0.000345127,-0.677674,1.00291
4.54571e-06,0.000345463,-0.715237,0.967634
4.65359e-06,0.000345806,-0.751195,0.930191
4.7563e-06,0.000346156,-0.785435,0.890622
4.85352e-06,0.000346512,-0.817841,0.848975
4.94489e-06,0.000346874,-0.848296,0.805303
5.03004e-06,0.000347241,-0.87668,0.759665
5.10861e-06,0.000347615,-0.90287,0.712128
5.18022e-06,0.000347994,-0.926741,0.662762
5.2445e-06,0.000348378,-0.948165,0.611647
5.30104e-06,0.000348767,-0.967013,0.558871
5.34945e-06,0.000349161,-0.983151,0.504531
5.38934e-06,0.000349559,-0.996448,0.448733
5.4203e-06,0.000349962,-1.00677,0.391595
5.44191e-06,0.000350368,-1.01397,0.333247
5.45377e-06,0.000350777,-1.01792,0.273831
5.45548e-06,0.000351189,-1.01849,0.213506
5.44662e-06,0.000351603,-1.01554,0.152445
5.42682e-06,0.000352018,-1.00894,0.0908366
5.39568e-06,0.000352435,-0.998561,0.0288896
5.35286e-06,0.000352852,-0.984286,-0.0331687
5.29802e-06,0.000353269,-0.966006,-0.0950906
5.23087e-06,0.000353684,-0.943623,-0.156607
5.15116e-06,0.000354097,-0.917052,-0.217427
5.05869e-06,0.000354508,-0.88623,-0.277237
4.95334e-06,0.000354914,-0.851114,-0.335703
4.83507e-06,0.000355315,-0.811691,-0.392468
4.70393e-06,0.00035571,-0.767977,-0.447156
4.56008e-06,0.000356098,-0.720026,-0.499375
4.4038e-06,0.000356476,-0.667935,-0.548721
4.23553e-06,0.000356845,-0.611844,-0.594779
4.05585e-06,0.000357203,-0.551948,-0.637136
3.86548e-06,0.000357549,-0.488494,-0.675382
3.66535e-06,0.000357881,-0.421783,-0.709124
3.45652e-06,0.000358199,-0.352174,-0.737992
3.24025e-06,0.0003585,-0.280082,-0.761653
3.01791e-06,0.000358786,-0.20597,-0.779818
2.79103e-06,0.000359054,-0.130345,-0.792253
2.56125e-06,0.000359304,-0.0537494,-0.798788
2.33025e-06,0.000359537,0.0232495,-0.799323
2.09978e-06,0.000359751,0.100073,-0.793835
1.87157e-06,0.000359948,0.176144,-0.782375
1.6473e-06,0.000360127,0.2509,-0.765067
1.42859e-06,0.000360289,0.323803,-0.742109
1.21693e-06,0.000360434,0.394355,-0.71376
1.01369e-06,0.000360565,0.462103,-0.680332
8.20063e-07,0.000360681,0.526646,-0.642184
6.3708e-07,0.000360785,0.58764,-0.599706
4.65598e-07,0.000360876,0.644801,-0.553313
3.06301e-07,0.000360958,0.6979,-0.503433
1.59709e-07,0.00036103,0.746764,-0.450496
2.61823e-08,0.000361094,0.791273,-0.394929
-9.40576e-08,0.000361151,0.831353,-0.337149
-2.00917e-07,0.000361204,0.866972,-0.277559
-2.94412e-07,0.000361251,0.898137,-0.216541
-3.74655e-07,0.000361296,0.924885,-0.154456
-4.41838e-07,0.000361338,0.947279,-0.0916427
-4.9622e-07,0.00036138,0.965407,-0.0284147
-5.38113e-07,0.00036142,0.979371,0.0349375
-5.67871e-07,0.000361462,0.98929,0.0981468
-5.85882e-07,0.000361504,0.995294,0.160969
-5.92557e-07,0.000361548,0.997519,0.223182
-5.88324e-07,0.000361595,0.996108,0.284582
-5.73625e-07,0.000361644,0.991208,0.344987
-5.48904e-07,0.000361698,0.982968,0.40423
-5.1461e-07,0.000361755,0.971537,0.462163
-4.71191e-07,0.000361816,0.957064,0.518649
-4.1909e-07,0.000361882,0.939697,0.573569
-3.58747e-07,0.000361953,0.919582,0.626812
-2.90592e-07,0.00036203,0.896864,0.678282
-2.1505e-07,0.000362112,0.871683,0.72789
-1.32536e-07,0.0003622,0.844179,0.775559
-4.34563e-08,0.000362294,0.814485,0.821218
5.17927e-08,0.000362394,0.782736,0.864804
1.52823e-07,0.0003625,0.749059,0.906262
2.59257e-07,0.000362613,0.713581,0.945542
3.70725e-07,0.000362733,0.676425,0.982599
4.86866e-07,0.000362859,0.637711,1.01739
6.07328e-07,0.000362993,0.597557,1.04989
7.31767e-07,0.000363133,0.556078,1.08006
8.59846e-07,0.00036328,0.513385,1.10788
9.91233e-07,0.000363435,0.469589,1.13331
1.12561e-06,0.000363597,0.424798,1.15635
1.26265e-06,0.000363766,0.379118,1.17696
1.40204e-06,0.000363942,0.332654,1.19514
1.54348e-06,0.000364126,0.285507,1.21087
1.68666e-06,0.000364317,0.237781,1.22414
1.83128e-06,0.000364515,0.189575,1.23494
1.97704e-06,0.000364721,0.140988,1.24327
2.12364e-06,0.000364934,0.0921195,1.24911
2.2708e-06,0.000365155,0.0430676,1.25246
2.41821e-06,0.000365384,-0.00606993,1.25333
2.56559e-06,0.000365619,-0.0551954,1.2517
2.71263e-06,0.000365862,-0.104211,1.24758
2.85906e-06,0.000366113,-0.153019,1.24098
3.00456e-06,0.000366371,-0.20152,1.23189
3.14885e-06,0.000366637,-0.249616,1.22032
3.29162e-06,0.00036691,-0.297207,1.20629
3.43257e-06,0.00036719,-0.34419,1.18979
3.5714e-06,0.000367478,-0.390466,1.17084
3.70778e-06,0.000367773,-0.435928,1.14946
3.84142e-06,0.000368075,-0.480473,1.12566
3.97198e-06,0.000368385,-0.523992,1.09945
4.09913e-06,0.000368701,-0.566377,1.07087
4.22255e-06,0.000369025,-0.607516,1.03993
4.34189e-06,0.000369356,-0.647295,1.00667
4.45679e-06,0.000369693,-0.685598,0.971108
4.56692e-06,0.000370037,-0.722305,0.933289
4.67189e-06,0.000370388,-0.757295,0.893251
4.77133e-06,0.000370746,-0.790442,0.851041
4.86485e-06,0.00037111,-0.821618,0.80671
4.95208e-06,0.00037148,-0.850692,0.760315
5.03259e-06,0.000371856,-0.877529,0.711923
5.10597e-06,0.000372238,-0.901991,0.661605
5.17181e-06,0.000372625,-0.923938,0.609443
5.22968e-06,0.000373018,-0.943227,0.555528
5.27913e-06,0.000373415,-0.95971,0.499963
5.31972e-06,0.000373817,-0.97324,0.44286
5.351e-06,0.000374224,-0.983666,0.384346
5.37251e-06,0.000374634,-0.990838,0.324561
5.38382e-06,0.000375047,-0.994605,0.263663
5.38445e-06,0.000375464,-0.994817,0.201824
5.37398e-06,0.000375882,-0.991328,0.139235
5.35198e-06,0.000376303,-0.983995,0.0761072
5.31804e-06,0.000376724,-0.972681,0.0126735
5.27178e-06,0.000377145,-0.957261,-0.0508121
5.21286e-06,0.000377566,-0.937621,-0.114072
5.14098e-06,0.000377985,-0.913661,-0.176805
5.05591e-06,0.000378401,-0.885304,-0.238685
4.95748e-06,0.000378814,-0.852493,-0.299362
4.84561e-06,0.000379222,-0.815205,-0.358465
4.72034e-06,0.000379625,-0.773446,-0.4156
4.5818e-06,0.00038002,-0.727266,-0.470357
4.43027e-06,0.000380407,-0.676757,-0.522313
4.26618e-06,0.000380784,-0.622061,-0.571034
4.09012e-06,0.00038115,-0.563374,-0.61609
3.90285e-06,0.000381503,-0.50095,-0.657055
3.70529e-06,0.000381844,-0.435098,-0.693524
3.49857e-06,0.000382169,-0.366189,-0.725115
3.28394e-06,0.000382479,-0.294646,-0.75149
3.06283e-06,0.000382773,-0.220944,-0.772355
2.8368e-06,0.000383049,-0.145601,-0.787477
2.6075e-06,0.000383307,-0.0691651,-0.796691
2.37663e-06,0.000383548,0.00779144,-0.799902
2.14593e-06,0.00038377,0.0846894,-0.797091
1.91714e-06,0.000383975,0.160954,-0.788315
1.69192e-06,0.000384162,0.236028,-0.773705
1.47185e-06,0.000384332,0.309383,-0.753459
1.25841e-06,0.000384486,0.380532,-0.727835
1.05291e-06,0.000384625,0.44903,-0.697141
8.56528e-07,0.000384749,0.514491,-0.661726
6.70267e-07,0.000384861,0.576578,-0.621971
4.94959e-07,0.000384961,0.635014,-0.578275
3.31275e-07,0.00038505,0.689575,-0.531047
1.79726e-07,0.00038513,0.740091,-0.480703
4.06805e-08,0.000385201,0.78644,-0.427649
-8.56286e-08,0.000385266,0.828543,-0.372284
-1.99085e-07,0.000385325,0.866362,-0.314993
-2.99678e-07,0.000385379,0.899893,-0.256141
-3.87482e-07,0.00038543,0.929161,-0.196073
-4.62649e-07,0.000385478,0.954216,-0.135115
-5.25395e-07,0.000385524,0.975132,-0.0735685
-5.75982e-07,0.00038557,0.991994,-0.011715
-6.14718e-07,0.000385615,1.00491,0.0501868
-6.41941e-07,0.000385661,1.01398,0.111898
-6.5801e-07,0.000385707,1.01934,0.173201
-6.63308e-07,0.000385756,1.0211,0.233895
-6.58224e-07,0.000385807,1.01941,0.293798
-6.4316e-07,0.000385861,1.01439,0.352743
-6.18519e-07,0.000385919,1.00617,0.410579
-5.84705e-07,0.00038598,0.994902,0.467168
-5.42122e-07,0.000386045,0.980707,0.522387
-4.91171e-07,0.000386115,0.963724,0.57612
-4.32247e-07,0.000386189,0.944082,0.628266
-3.65741e-07,0.000386269,0.921914,0.678731
-2.92035e-07,0.000386353,0.897345,0.72743
-2.11507e-07,0.000386444,0.870502,0.774287
-1.24527e-07,0.00038654,0.841509,0.819232
-3.14557e-08,0.000386642,0.810485,0.862201
6.7351e-08,0.00038675,0.77755,0.903137
1.71545e-07,0.000386864,0.742818,0.941988
2.80787e-07,0.000386985,0.706404,0.978706
3.94741e-07,0.000387112,0.66842,1.01325
5.13081e-07,0.000387246,0.628973,1.04558
6.35483e-07,0.000387386,0.588172,1.07565
7.61631e-07,0.000387534,0.546123,1.10345
8.91214e-07,0.000387688,0.502929,1.12893
1.02392e-06,0.00038785,0.458692,1.15207
1.15946e-06,0.000388018,0.413514,1.17285
1.29752e-06,0.000388194,0.367495,1.19125
1.4378e-06,0.000388377,0.320733,1.20724
1.58002e-06,0.000388567,0.273327,1.2208
1.72388e-06,0.000388764,0.225375,1.23193
1.86908e-06,0.000388969,0.176974,1.2406
2.01534e-06,0.000389182,0.128221,1.2468
2.16236e-06,0.000389401,0.0792125,1.25053
2.30986e-06,0.000389628,0.0300468,1.25177
2.45754e-06,0.000389863,-0.0191787,1.25052
2.6051e-06,0.000390105,-0.0683659,1.24676
2.75225e-06,0.000390355,-0.117416,1.2405
2.89868e-06,0.000390612,-0.166228,1.23173
3.0441e-06,0.000390877,-0.214701,1.22045
3.1882e-06,0.000391149,-0.262733,1.20666
3.33066e-06,0.000391429,-0.310219,1.19036
3.47116e-06,0.000391716,-0.357053,1.17157
3.60938e-06,0.000392011,-0.403126,1.15028
